Date,Calories
2022-11-22,0.027
2022-11-22,0.674
2022-11-22,0.373
2022-11-22,0.025
2022-11-22,0.038
2022-11-22,0.066
2022-11-22,0.389
2022-11-22,0.057
2022-11-22,0.004
2022-11-22,0.072
2022-11-22,0.035
2022-11-22,0.003
2022-11-22,0.048
2022-11-22,0.017
2022-11-22,0.022
2022-11-22,0.083
2022-11-22,0.066
2022-11-22,0.024
2022-11-22,0.013
2022-11-22,0.034
2022-11-22,0.035
2022-11-22,0.055
2022-11-22,1.524
2022-11-22,0.038
2022-11-22,0.025
2022-11-22,0.275
2022-11-22,0.337
2022-11-22,0.089
2022-11-23,0.1
2022-11-23,0.016
2022-11-23,0.435
2022-11-23,0.029
2022-11-23,0.127
2022-11-23,0.504
2022-11-23,0.038
2022-11-23,0.115
2022-11-23,0.259
2022-11-23,0.021
2022-11-23,0.026
2022-11-23,0.267
2022-11-23,27.346
2022-11-23,5.584
2022-11-23,6.629
2022-11-23,20.712
2022-11-23,11.242
2022-11-23,2.63
2022-11-23,3.163
2022-11-23,2.691
2022-11-23,0.048
2022-11-23,7.645
2022-11-23,1.936
2022-11-23,0.843
2022-11-23,8.201
2022-11-23,3.587
2022-11-23,0.035
2022-11-23,0.409
2022-11-23,0.147
2022-11-23,0.157
2022-11-23,5.186
2022-11-23,9.664
2022-11-23,1.009
2022-11-23,6.311
2022-11-23,4.725
2022-11-23,1.442
2022-11-24,0.773
2022-11-24,0.294
2022-11-24,0.132
2022-11-24,0.044
2022-11-24,0.002
2022-11-24,0.046
2022-11-24,0.037
2022-11-24,0.025
2022-11-24,0.066
2022-11-24,0.021
2022-11-24,0.045
2022-11-24,0.085
2022-11-24,0.027
2022-11-24,0.053
2022-11-24,0.004
2022-11-24,0.046
2022-11-24,0.019
2022-11-24,0.049
2022-11-24,0.035
2022-11-24,0.025
2022-11-24,0.006
2022-11-24,0.034
2022-11-24,0.005
2022-11-24,0.013
2022-11-24,3.694
2022-11-24,3.438
2022-11-24,5.771
2022-11-24,7.064
2022-11-24,0.01
2022-11-24,7.074
2022-11-24,3.431
2022-11-24,0.012
2022-11-25,0.038
2022-11-25,0.067
2022-11-25,0.032
2022-11-25,0.027
2022-11-25,0.046
2022-11-25,0.04
2022-11-25,0.019
2022-11-25,0.073
2022-11-25,0.761
2022-11-25,0.025
2022-11-25,8.765
2022-11-25,4.953
2022-11-25,7.109
2022-11-25,0.327
2022-11-25,6.829
2022-11-25,0.496
2022-11-25,2.342
2022-11-25,0.931
2022-11-25,1.055
2022-11-25,0.989
2022-11-25,0.029
2022-11-25,0.032
2022-11-25,0.563
2022-11-25,0.382
2022-11-25,0.334
2022-11-25,0.811
2022-11-25,2.133
2022-11-25,7.523
2022-11-25,9.612
2022-11-25,0.028
2022-11-25,11.375
2022-11-25,18.166
2022-11-25,0.019
2022-11-25,2.89
2022-11-25,0.463
2022-11-25,7.963
2022-11-25,1.469
2022-11-25,9.732
2022-11-25,0.182
2022-11-25,1.483
2022-11-26,0.087
2022-11-26,0.376
2022-11-26,1.049
2022-11-26,0.076
2022-11-26,0.037
2022-11-26,0.024
2022-11-26,0.166
2022-11-26,5.713
2022-11-26,8.93
2022-11-26,0.029
2022-11-26,0.652
2022-11-26,5.391
2022-11-26,0.47
2022-11-26,0.309
2022-11-26,0.003
2022-11-26,0.035
2022-11-26,0.198
2022-11-26,0.315
2022-11-26,0.273
2022-11-26,0.772
2022-11-26,0.089
2022-11-26,0.318
2022-11-26,0.101
2022-11-26,0.052
2022-11-27,0.587
2022-11-27,0.013
2022-11-27,0.056
2022-11-27,0.038
2022-11-27,0.003
2022-11-27,1.025
2022-11-27,0.051
2022-11-27,0.027
2022-11-27,0.579
2022-11-27,0.013
2022-11-27,0.016
2022-11-27,0.01
2022-11-27,0.056
2022-11-27,7.518
2022-11-27,0.048
2022-11-27,0.015
2022-11-27,4.18
2022-11-27,0.048
2022-11-27,0.048
2022-11-27,0.025
2022-11-27,0.035
2022-11-27,0.011
2022-11-27,0.017
2022-11-27,0.118
2022-11-28,0.685
2022-11-28,0.245
2022-11-28,0.529
2022-11-28,0.033
2022-11-28,1.232
2022-11-28,3.45
2022-11-28,15.743
2022-11-28,21.441
2022-11-28,23.904
2022-11-28,1.319
2022-11-28,13.843
2022-11-28,13.37
2022-11-28,21.485
2022-11-28,15.575
2022-11-28,14.309
2022-11-28,0.191
2022-11-28,11.343
2022-11-28,14.703
2022-11-28,0.013
2022-11-28,0.032
2022-11-28,4.444
2022-11-28,1.616
2022-11-28,16.655
2022-11-28,0.666
2022-11-28,0.144
2022-11-28,1.437
2022-11-28,1.109
2022-11-28,0.838
2022-11-28,0.129
2022-11-28,0.758
2022-11-28,0.008
2022-11-28,0.401
2022-11-28,0.28
2022-11-28,0.038
2022-11-28,0.009
2022-11-28,0.139
2022-11-28,0.085
2022-11-28,1.177
2022-11-28,0.431
2022-11-28,0.25
2022-11-28,0.492
2022-11-28,12.738
2022-11-28,0.009
2022-11-28,0.025
2022-11-29,10.928
2022-11-29,0.379
2022-11-29,1.766
2022-11-29,11.303
2022-11-29,9.721
2022-11-29,4.606
2022-11-29,6.848
2022-11-29,1.361
2022-11-29,3.147
2022-11-29,2.066
2022-11-29,0.067
2022-11-29,0.065
2022-11-29,0.048
2022-11-29,0.025
2022-11-29,1.212
2022-11-29,0.038
2022-11-29,0.038
2022-11-29,0.068
2022-11-29,0.667
2022-11-29,0.618
2022-11-29,0.552
2022-11-29,0.013
2022-11-29,0.292
2022-11-29,0.495
2022-11-29,2.182
2022-11-29,0.363
2022-11-29,1.795
2022-11-29,6.335
2022-11-29,0.033
2022-11-29,14.131
2022-11-29,11.031
2022-11-29,3.421
2022-11-29,4.472
2022-11-29,0.313
2022-11-29,19.091
2022-11-29,0.027
2022-11-29,1.457
2022-11-29,5.757
2022-11-30,0.037
2022-11-30,25.912
2022-11-30,23.1
2022-11-30,4.037
2022-11-30,0.484
2022-11-30,3.048
2022-11-30,0.045
2022-11-30,0.012
2022-11-30,0.022
2022-11-30,0.014
2022-11-30,0.009
2022-11-30,14.311
2022-11-30,0.631
2022-11-30,0.664
2022-11-30,0.035
2022-11-30,0.029
2022-11-30,0.076
2022-11-30,4.77
2022-11-30,19.075
2022-11-30,24.506
2022-11-30,1.005
2022-11-30,0.037
2022-11-30,0.385
2022-11-30,2.112
2022-11-30,6.631
2022-11-30,3.933
2022-11-30,3.322
2022-11-30,16.07
2022-11-30,0.444
2022-11-30,0.149
2022-11-30,1.725
2022-11-30,1.439
2022-11-30,18.605
2022-11-30,18.573
2022-11-30,3.379
2022-11-30,0.493
2022-11-30,2.053
2022-11-30,3.664
2022-11-30,11.848
2022-11-30,5.266
2022-11-30,0.988
2022-11-30,8.483
2022-11-30,14.247
2022-11-30,0.027
2022-11-30,0.356
2022-11-30,1.112
2022-11-30,0.961
2022-11-30,0.005
2022-11-30,0.002
2022-12-01,0.075
2022-12-01,11.684
2022-12-01,0.961
2022-12-01,0.081
2022-12-01,0.033
2022-12-01,0.038
2022-12-01,0.131
2022-12-01,0.059
2022-12-01,0.092
2022-12-01,0.422
2022-12-01,2.16
2022-12-01,13.703
2022-12-01,10.796
2022-12-01,5.702
2022-12-01,12.778
2022-12-01,0.034
2022-12-01,14.958
2022-12-01,0.94
2022-12-01,11.297
2022-12-01,0.047
2022-12-01,25.172
2022-12-01,7.903
2022-12-01,0.008
2022-12-01,5.468
2022-12-01,3.546
2022-12-01,17.108
2022-12-01,2.066
2022-12-01,0.09
2022-12-01,0.873
2022-12-01,0.35
2022-12-01,0.008
2022-12-01,0.048
2022-12-01,2.355
2022-12-01,4.391
2022-12-01,0.142
2022-12-01,0.041
2022-12-02,6.437
2022-12-02,0.042
2022-12-02,0.839
2022-12-02,0.026
2022-12-02,0.419
2022-12-02,0.094
2022-12-02,0.168
2022-12-02,0.022
2022-12-02,0.91
2022-12-02,0.058
2022-12-02,0.029
2022-12-02,0.019
2022-12-02,0.043
2022-12-02,0.046
2022-12-02,0.628
2022-12-02,0.739
2022-12-02,0.111
2022-12-02,0.226
2022-12-02,0.034
2022-12-02,0.032
2022-12-02,0.015
2022-12-02,0.033
2022-12-02,0.035
2022-12-02,0.273
2022-12-02,0.326
2022-12-02,0.078
2022-12-02,1.083
2022-12-02,0.04
2022-12-02,0.05
2022-12-02,0.289
2022-12-02,0.027
2022-12-02,0.741
2022-12-02,0.064
2022-12-02,0.065
2022-12-02,0.541
2022-12-02,0.178
2022-12-02,0.299
2022-12-02,0.043
2022-12-02,0.041
2022-12-03,0.256
2022-12-03,0.221
2022-12-03,0.327
2022-12-03,0.344
2022-12-03,0.038
2022-12-03,0.186
2022-12-03,0.188
2022-12-03,0.024
2022-12-03,0.534
2022-12-03,0.027
2022-12-03,0.076
2022-12-03,0.855
2022-12-03,1.459
2022-12-03,0.014
2022-12-03,0.087
2022-12-03,0.129
2022-12-03,0.025
2022-12-03,0.07
2022-12-03,0.07
2022-12-03,0.082
2022-12-03,0.022
2022-12-03,0.01
2022-12-03,0.213
2022-12-03,0.75
2022-12-03,0.166
2022-12-03,4.532
2022-12-03,0.104
2022-12-03,0.127
2022-12-03,0.164
2022-12-03,17.597
2022-12-03,49.465
2022-12-03,7.446
2022-12-03,37.909
2022-12-03,21.24
2022-12-03,0.39
2022-12-03,0.038
2022-12-04,17.811
2022-12-04,32.331
2022-12-04,1.238
2022-12-04,9.242
2022-12-04,0.109
2022-12-04,1.501
2022-12-04,0.052
2022-12-04,0.021
2022-12-04,0.008
2022-12-04,0.011
2022-12-04,3.641
2022-12-04,0.188
2022-12-04,1.165
2022-12-04,0.146
2022-12-04,0.226
2022-12-04,0.895
2022-12-04,3.099
2022-12-04,0.01
2022-12-04,0.016
2022-12-04,0.423
2022-12-04,0.03
2022-12-04,0.594
2022-12-04,0.001
2022-12-04,0.059
2022-12-04,0.063
2022-12-04,0.04
2022-12-04,0.538
2022-12-04,0.014
2022-12-04,0.07
2022-12-04,0.024
2022-12-05,0.495
2022-12-05,0.106
2022-12-05,0.035
2022-12-05,0.009
2022-12-05,0.293
2022-12-05,0.161
2022-12-05,4.626
2022-12-05,0.033
2022-12-05,5.768
2022-12-05,6.959
2022-12-05,0.025
2022-12-05,2.904
2022-12-05,2.937
2022-12-05,0.028
2022-12-05,4.639
2022-12-05,0.142
2022-12-05,2.892
2022-12-05,6.796
2022-12-05,0.011
2022-12-05,0.03
2022-12-05,0.016
2022-12-05,4.599
2022-12-05,12.269
2022-12-05,14.135
2022-12-05,3.14
2022-12-05,1.563
2022-12-05,0.237
2022-12-05,10.967
2022-12-05,5.102
2022-12-05,0.43
2022-12-05,0.041
2022-12-05,0.005
2022-12-05,0.671
2022-12-05,0.109
2022-12-05,3.325
2022-12-05,0.448
2022-12-05,0.091
2022-12-05,0.003
2022-12-05,0.038
2022-12-05,0.342
2022-12-05,1.154
2022-12-06,3.609
2022-12-06,0.003
2022-12-06,0.022
2022-12-06,0.15
2022-12-06,0.038
2022-12-06,0.062
2022-12-06,0.031
2022-12-06,0.067
2022-12-06,0.051
2022-12-06,0.117
2022-12-06,3.549
2022-12-06,17.64
2022-12-06,6.933
2022-12-06,1.709
2022-12-06,31.396
2022-12-06,13.902
2022-12-06,7.895
2022-12-06,3.974
2022-12-06,21.705
2022-12-06,17.539
2022-12-06,5.282
2022-12-06,4.424
2022-12-06,4.737
2022-12-06,23.597
2022-12-06,0.353
2022-12-06,4.213
2022-12-06,36.483
2022-12-06,0.02
2022-12-06,12.177
2022-12-06,5.769
2022-12-06,0.823
2022-12-06,0.534
2022-12-06,0.043
2022-12-06,18.302
2022-12-06,17.161
2022-12-07,3.282
2022-12-07,0.163
2022-12-07,0.013
2022-12-07,0.047
2022-12-07,0.083
2022-12-07,0.017
2022-12-07,0.185
2022-12-07,0.019
2022-12-07,0.073
2022-12-07,4.025
2022-12-07,0.369
2022-12-07,50.661
2022-12-07,32.64
2022-12-07,0.9
2022-12-07,0.367
2022-12-07,0.032
2022-12-07,15.237
2022-12-07,25.956
2022-12-07,5.103
2022-12-07,22.475
2022-12-07,2.05
2022-12-07,0.033
2022-12-07,28.446
2022-12-07,11.352
2022-12-07,6.345
2022-12-07,0.852
2022-12-07,3.443
2022-12-07,0.365
2022-12-07,4.973
2022-12-07,1.434
2022-12-07,2.012
2022-12-07,3.309
2022-12-07,0.008
2022-12-07,3.474
2022-12-07,0.67
2022-12-07,3.14
2022-12-07,0.013
2022-12-07,0.049
2022-12-07,0.013
2022-12-08,0.124
2022-12-08,0.013
2022-12-08,0.126
2022-12-08,0.343
2022-12-08,0.062
2022-12-08,1.857
2022-12-08,0.832
2022-12-08,0.228
2022-12-08,0.04
2022-12-08,0.002
2022-12-08,0.403
2022-12-08,0.632
2022-12-08,1.051
2022-12-08,1.009
2022-12-08,0.031
2022-12-08,20.23
2022-12-08,16.415
2022-12-08,19.342
2022-12-08,12.205
2022-12-08,22.631
2022-12-08,19.744
2022-12-08,7.104
2022-12-08,0.444
2022-12-08,4.63
2022-12-08,29.062
2022-12-08,4.635
2022-12-08,7.895
2022-12-08,0.188
2022-12-08,3.051
2022-12-08,3.677
2022-12-08,2.253
2022-12-08,8.992
2022-12-08,0.1
2022-12-08,1.784
2022-12-08,0.189
2022-12-08,0.033
2022-12-08,0.088
2022-12-08,0.165
2022-12-09,1.031
2022-12-09,1.001
2022-12-09,0.024
2022-12-09,0.037
2022-12-09,0.061
2022-12-09,0.029
2022-12-09,0.269
2022-12-09,0.367
2022-12-09,16.656
2022-12-09,0.685
2022-12-09,3.721
2022-12-09,6.431
2022-12-09,0.09
2022-12-09,1.673
2022-12-09,0.025
2022-12-09,0.258
2022-12-09,3.11
2022-12-09,14.954
2022-12-09,3.285
2022-12-09,12.665
2022-12-09,9.113
2022-12-09,2.982
2022-12-09,0.022
2022-12-09,1.05
2022-12-09,0.015
2022-12-09,0.465
2022-12-09,11.557
2022-12-09,0.019
2022-12-09,24.649
2022-12-09,0.138
2022-12-09,0.485
2022-12-09,0.033
2022-12-10,0.025
2022-12-10,0.011
2022-12-10,0.014
2022-12-10,0.033
2022-12-10,0.021
2022-12-10,0.05
2022-12-10,3.225
2022-12-10,1.235
2022-12-10,0.196
2022-12-10,0.277
2022-12-10,0.436
2022-12-10,2.297
2022-12-10,0.041
2022-12-10,0.55
2022-12-10,0.26
2022-12-10,0.258
2022-12-10,0.303
2022-12-10,0.083
2022-12-10,0.021
2022-12-10,1.525
2022-12-10,0.012
2022-12-10,0.224
2022-12-10,0.361
2022-12-10,0.025
2022-12-11,0.009
2022-12-11,0.713
2022-12-11,0.127
2022-12-11,0.536
2022-12-11,0.008
2022-12-11,0.023
2022-12-11,2.028
2022-12-11,0.048
2022-12-11,2.784
2022-12-11,0.003
2022-12-11,10.707
2022-12-11,21.47
2022-12-11,4.729
2022-12-11,6.239
2022-12-11,0.055
2022-12-11,0.072
2022-12-11,0.046
2022-12-11,0.021
2022-12-11,0.025
2022-12-12,0.095
2022-12-12,0.165
2022-12-12,0.364
2022-12-12,0.045
2022-12-12,0.035
2022-12-12,0.039
2022-12-12,0.029
2022-12-12,0.011
2022-12-12,0.011
2022-12-12,0.083
2022-12-12,0.009
2022-12-12,0.074
2022-12-12,0.099
2022-12-12,0.495
2022-12-12,1.932
2022-12-12,0.105
2022-12-12,0.025
2022-12-12,4.154
2022-12-12,10.222
2022-12-12,0.828
2022-12-12,0.018
2022-12-12,0.032
2022-12-12,0.011
2022-12-12,8.015
2022-12-12,0.038
2022-12-12,2.28
2022-12-12,2.214
2022-12-12,0.443
2022-12-12,0.008
2022-12-12,0.048
2022-12-12,0.038
2022-12-12,0.012
2022-12-12,0.032
2022-12-12,0.048
2022-12-12,0.057
2022-12-12,0.001
2022-12-12,0.089
2022-12-12,0.405
2022-12-12,0.012
2022-12-12,0.025
2022-12-13,0.027
2022-12-13,0.011
2022-12-13,0.038
2022-12-13,0.023
2022-12-13,0.052
2022-12-13,2.634
2022-12-13,0.422
2022-12-13,11.217
2022-12-13,5.838
2022-12-13,6.029
2022-12-13,0.304
2022-12-13,0.033
2022-12-13,0.021
2022-12-13,1.289
2022-12-13,20.862
2022-12-13,36.452
2022-12-13,24.033
2022-12-13,15.284
2022-12-13,12.512
2022-12-13,0.285
2022-12-13,15.481
2022-12-13,0.224
2022-12-13,3.629
2022-12-13,13.911
2022-12-13,0.071
2022-12-13,0.025
2022-12-13,1.469
2022-12-13,0.038
2022-12-13,0.143
2022-12-13,0.035
2022-12-13,0.037
2022-12-13,0.038
2022-12-13,0.051
2022-12-13,0.038
2022-12-13,0.025
2022-12-14,0.099
2022-12-14,0.038
2022-12-14,0.05
2022-12-14,0.06
2022-12-14,0.01
2022-12-14,0.045
2022-12-14,0.074
2022-12-14,0.016
2022-12-14,0.281
2022-12-14,0.605
2022-12-14,0.012
2022-12-14,0.506
2022-12-14,0.089
2022-12-14,0.036
2022-12-14,0.526
2022-12-14,0.557
2022-12-14,0.69
2022-12-14,0.108
2022-12-14,0.025
2022-12-14,3.918
2022-12-14,0.491
2022-12-14,0.032
2022-12-14,0.05
2022-12-14,0.009
2022-12-14,0.048
2022-12-14,0.049
2022-12-14,1.342
2022-12-14,0.039
2022-12-15,16.225
2022-12-15,0.523
2022-12-15,0.032
2022-12-15,0.298
2022-12-15,0.211
2022-12-15,0.64
2022-12-15,0.013
2022-12-15,0.083
2022-12-15,0.249
2022-12-15,0.037
2022-12-15,0.054
2022-12-15,0.022
2022-12-15,0.923
2022-12-15,0.102
2022-12-15,1.527
2022-12-15,0.22
2022-12-15,0.548
2022-12-15,0.025
2022-12-15,4.303
2022-12-15,0.017
2022-12-15,17.13
2022-12-15,10.235
2022-12-15,0.012
2022-12-15,7.089
2022-12-15,0.009
2022-12-15,0.025
2022-12-15,0.212
2022-12-15,0.082
2022-12-15,6.39
2022-12-15,0.307
2022-12-15,4.945
2022-12-15,1.22
2022-12-15,0.797
2022-12-15,0.164
2022-12-16,5.766
2022-12-16,4.207
2022-12-16,2.006
2022-12-16,5.611
2022-12-16,4.249
2022-12-16,0.039
2022-12-16,0.021
2022-12-16,0.11
2022-12-16,0.041
2022-12-16,0.033
2022-12-16,3.429
2022-12-16,30.804
2022-12-16,6.293
2022-12-16,2.038
2022-12-16,0.084
2022-12-16,15.101
2022-12-16,0.043
2022-12-16,14.549
2022-12-16,0.079
2022-12-16,0.082
2022-12-16,12.097
2022-12-16,0.536
2022-12-16,7.682
2022-12-16,0.884
2022-12-16,1.624
2022-12-16,15.353
2022-12-16,0.029
2022-12-16,4.736
2022-12-16,0.128
2022-12-16,0.316
2022-12-16,0.025
2022-12-16,0.03
2022-12-16,0.698
2022-12-16,0.012
2022-12-16,0.032
2022-12-16,0.096
2022-12-16,0.082
2022-12-16,0.009
2022-12-16,0.009
2022-12-17,0.071
2022-12-17,0.176
2022-12-17,2.54
2022-12-17,0.137
2022-12-17,7.942
2022-12-17,4.916
2022-12-17,0.804
2022-12-17,22.166
2022-12-17,4.396
2022-12-17,1.105
2022-12-17,17.881
2022-12-17,0.223
2022-12-17,2.47
2022-12-17,5.665
2022-12-17,0.033
2022-12-17,0.031
2022-12-17,0.038
2022-12-17,0.387
2022-12-17,0.214
2022-12-17,0.038
2022-12-17,0.16
2022-12-17,0.374
2022-12-17,1.259
2022-12-17,0.794
2022-12-17,0.917
2022-12-17,0.299
2022-12-17,0.993
2022-12-17,0.54
2022-12-17,0.09
2022-12-17,0.045
2022-12-17,0.05
2022-12-17,0.519
2022-12-17,0.045
2022-12-17,0.039
2022-12-17,0.054
2022-12-17,0.067
2022-12-17,0.052
2022-12-17,0.657
2022-12-18,0.231
2022-12-18,0.608
2022-12-18,0.029
2022-12-18,0.089
2022-12-18,0.069
2022-12-18,0.011
2022-12-18,0.476
2022-12-18,2.092
2022-12-18,0.652
2022-12-18,0.192
2022-12-18,0.433
2022-12-18,2.489
2022-12-18,2.428
2022-12-18,5.311
2022-12-18,0.827
2022-12-18,0.118
2022-12-18,0.012
2022-12-18,0.195
2022-12-18,0.014
2022-12-18,0.009
2022-12-18,0.041
2022-12-18,0.041
2022-12-18,6.812
2022-12-18,1.162
2022-12-18,0.075
2022-12-18,0.763
2022-12-18,0.014
2022-12-19,0.035
2022-12-19,0.097
2022-12-19,0.096
2022-12-19,0.095
2022-12-19,0.093
2022-12-19,0.505
2022-12-19,4.126
2022-12-19,0.088
2022-12-19,13.791
2022-12-19,11.42
2022-12-19,0.05
2022-12-19,6.032
2022-12-19,5.286
2022-12-19,2.746
2022-12-19,2.515
2022-12-19,0.013
2022-12-19,1.458
2022-12-19,5.849
2022-12-19,7.283
2022-12-19,0.634
2022-12-19,7.54
2022-12-19,9.454
2022-12-19,2.061
2022-12-19,0.01
2022-12-19,0.551
2022-12-19,20.571
2022-12-19,11.922
2022-12-19,14.625
2022-12-19,6.428
2022-12-19,3.246
2022-12-19,0.268
2022-12-19,0.354
2022-12-19,1.779
2022-12-19,0.048
2022-12-19,4.514
2022-12-19,0.383
2022-12-19,0.071
2022-12-20,0.013
2022-12-20,0.009
2022-12-20,0.013
2022-12-20,0.058
2022-12-20,0.019
2022-12-20,0.048
2022-12-20,0.024
2022-12-20,0.019
2022-12-20,0.038
2022-12-20,0.057
2022-12-20,0.017
2022-12-20,0.433
2022-12-20,0.108
2022-12-20,1.031
2022-12-20,0.032
2022-12-20,0.006
2022-12-20,6.001
2022-12-20,0.459
2022-12-20,1.634
2022-12-20,0.018
2022-12-20,0.027
2022-12-20,1.872
2022-12-20,0.052
2022-12-20,5.227
2022-12-20,0.541
2022-12-20,0.075
2022-12-20,0.021
2022-12-20,1.193
2022-12-20,0.046
2022-12-20,0.038
2022-12-20,0.035
2022-12-20,2.062
2022-12-20,10.958
2022-12-20,23.691
2022-12-20,16.958
2022-12-20,11.91
2022-12-20,0.3
2022-12-20,5.118
2022-12-20,3.258
2022-12-20,10.231
2022-12-20,0.902
2022-12-20,0.069
2022-12-21,6.46
2022-12-21,1.181
2022-12-21,0.026
2022-12-21,0.086
2022-12-21,0.04
2022-12-21,0.111
2022-12-21,0.013
2022-12-21,0.017
2022-12-21,0.273
2022-12-21,0.033
2022-12-21,0.046
2022-12-21,0.279
2022-12-21,4.329
2022-12-21,0.082
2022-12-21,1.424
2022-12-21,13.612
2022-12-21,2.305
2022-12-21,0.011
2022-12-21,0.033
2022-12-21,9.885
2022-12-21,0.06
2022-12-21,0.164
2022-12-21,2.381
2022-12-21,0.036
2022-12-21,0.022
2022-12-21,0.026
2022-12-21,0.04
2022-12-21,0.033
2022-12-21,0.027
2022-12-21,0.021
2022-12-21,0.009
2022-12-21,3.449
2022-12-22,0.045
2022-12-22,0.035
2022-12-22,3.08
2022-12-22,0.168
2022-12-22,0.059
2022-12-22,0.045
2022-12-22,0.016
2022-12-22,0.013
2022-12-22,0.175
2022-12-22,0.035
2022-12-22,0.164
2022-12-22,0.689
2022-12-22,2.582
2022-12-22,8.725
2022-12-22,0.262
2022-12-22,2.133
2022-12-22,1.255
2022-12-22,0.345
2022-12-22,12.563
2022-12-22,4.521
2022-12-22,0.046
2022-12-22,9.449
2022-12-22,3.946
2022-12-22,0.442
2022-12-22,0.84
2022-12-22,0.003
2022-12-22,2.553
2022-12-22,1.298
2022-12-23,10.039
2022-12-23,2.825
2022-12-23,0.023
2022-12-23,0.026
2022-12-23,1.331
2022-12-23,3.591
2022-12-23,0.025
2022-12-23,5.226
2022-12-23,0.038
2022-12-23,0.017
2022-12-23,5.903
2022-12-23,3.187
2022-12-23,0.083
2022-12-23,0.371
2022-12-23,0.023
2022-12-23,0.094
2022-12-23,0.075
2022-12-23,0.013
2022-12-23,1.493
2022-12-23,28.514
2022-12-23,12.439
2022-12-23,12.508
2022-12-23,4.828
2022-12-23,0.131
2022-12-23,2.792
2022-12-23,2.773
2022-12-23,0.241
2022-12-23,25.036
2022-12-23,0.788
2022-12-23,0.038
2022-12-23,12.389
2022-12-23,0.897
2022-12-23,0.012
2022-12-23,3.893
2022-12-23,6.185
2022-12-23,0.025
2022-12-23,15.467
2022-12-23,8.07
2022-12-23,17.581
2022-12-23,14.144
2022-12-23,3.958
2022-12-23,5.636
2022-12-24,0.029
2022-12-24,0.365
2022-12-24,0.011
2022-12-24,0.017
2022-12-24,0.06
2022-12-24,0.142
2022-12-24,0.013
2022-12-24,0.086
2022-12-24,0.079
2022-12-24,0.037
2022-12-24,0.035
2022-12-24,0.001
2022-12-24,10.143
2022-12-24,0.067
2022-12-24,0.035
2022-12-24,0.068
2022-12-24,0.155
2022-12-24,22.829
2022-12-24,17.236
2022-12-24,13.046
2022-12-24,0.165
2022-12-24,0.038
2022-12-24,0.046
2022-12-24,0.115
2022-12-24,0.087
2022-12-24,0.038
2022-12-24,0.025
2022-12-24,0.048
2022-12-24,0.037
2022-12-25,0.461
2022-12-25,0.055
2022-12-25,0.044
2022-12-25,0.008
2022-12-25,0.036
2022-12-25,0.038
2022-12-25,0.095
2022-12-25,0.014
2022-12-25,0.035
2022-12-25,0.008
2022-12-25,0.248
2022-12-25,0.628
2022-12-25,0.024
2022-12-25,0.033
2022-12-25,0.025
2022-12-25,0.311
2022-12-25,0.078
2022-12-25,0.038
2022-12-25,0.073
2022-12-25,0.025
2022-12-25,0.049
2022-12-25,0.396
2022-12-25,0.009
2022-12-25,0.025
2022-12-25,0.792
2022-12-26,7.637
2022-12-26,0.112
2022-12-26,0.025
2022-12-26,0.016
2022-12-26,0.097
2022-12-26,0.048
2022-12-26,0.304
2022-12-26,0.027
2022-12-26,0.008
2022-12-26,0.001
2022-12-26,0.767
2022-12-26,7.76
2022-12-26,0.028
2022-12-26,8.636
2022-12-26,0.658
2022-12-26,3.407
2022-12-26,0.1
2022-12-26,2.464
2022-12-26,4.835
2022-12-26,3.986
2022-12-26,10.071
2022-12-26,3.933
2022-12-26,36.08
2022-12-26,0.013
2022-12-26,11.009
2022-12-26,7.167
2022-12-26,12.954
2022-12-26,0.876
2022-12-26,31.914
2022-12-26,0.692
2022-12-26,7.055
2022-12-26,0.049
2022-12-26,0.03
2022-12-26,0.321
2022-12-26,19.7
2022-12-26,1.191
2022-12-26,2.213
2022-12-26,3.384
2022-12-26,5.696
2022-12-26,2.364
2022-12-26,0.063
2022-12-26,0.042
2022-12-26,0.051
2022-12-26,0.405
2022-12-26,0.053
2022-12-27,0.005
2022-12-27,0.017
2022-12-27,0.008
2022-12-27,0.038
2022-12-27,0.11
2022-12-27,0.019
2022-12-27,3.447
2022-12-27,26.018
2022-12-27,5.058
2022-12-27,12.062
2022-12-27,0.854
2022-12-27,0.061
2022-12-27,0.008
2022-12-27,0.101
2022-12-27,7.539
2022-12-27,10.34
2022-12-27,3.625
2022-12-27,1.056
2022-12-27,0.102
2022-12-27,0.025
2022-12-27,0.03
2022-12-27,0.285
2022-12-27,22.189
2022-12-27,3.905
2022-12-27,2.937
2022-12-27,0.822
2022-12-27,1.359
2022-12-27,0.37
2022-12-27,0.124
2022-12-27,0.274
2022-12-27,0.025
2022-12-27,0.071
2022-12-27,0.637
2022-12-27,0.05
2022-12-27,0.086
2022-12-27,0.063
2022-12-28,1.536
2022-12-28,0.025
2022-12-28,0.041
2022-12-28,0.03
2022-12-28,0.371
2022-12-28,0.045
2022-12-28,0.488
2022-12-28,0.27
2022-12-28,1.803
2022-12-28,1.059
2022-12-28,0.165
2022-12-28,1.247
2022-12-28,0.066
2022-12-28,0.016
2022-12-28,5.497
2022-12-28,0.611
2022-12-28,0.012
2022-12-28,0.125
2022-12-28,0.038
2022-12-28,0.633
2022-12-28,0.206
2022-12-28,0.049
2022-12-28,0.047
2022-12-28,3.795
2022-12-28,0.048
2022-12-28,0.003
2022-12-28,0.027
2022-12-28,0.094
2022-12-28,1.101
2022-12-28,2.756
2022-12-28,0.013
